station_id,timestamp,DO,pH,conductivity,turbidity,BOD,nitrate
STN_C,2025-05-28 06:00:00,6.47,7.24,447.19,15.45,8.48,10.84
STN_D,2025-05-28 06:00:00,5.56,7.18,528.92,25.05,11.67,12.56
STN_A,2025-05-28 07:00:00,7.19,7.55,308.47,8.07,4.11,4.93
STN_B,2025-05-28 07:00:00,6.23,7.36,377.61,8.84,6.86,7.82
STN_C,2025-05-28 07:00:00,6.28,7.26,431.55,18.5,10.17,9.36
STN_D,2025-05-28 07:00:00,6.09,7.2,504.13,23.53,11.64,13.01
STN_A,2025-05-28 08:00:00,7.16,7.31,300.51,8.03,4.2,5.58
STN_B,2025-05-28 08:00:00,6.48,7.44,380.18,10.79,6.54,7.33
STN_C,2025-05-28 08:00:00,6.67,7.32,426.86,19.44,7.9,10.93
STN_D,2025-05-28 08:00:00,5.19,7.16,539.76,25.75,12.69,12.65
STN_A,2025-05-28 09:00:00,6.92,7.52,329.93,7.89,5.36,5.38
STN_B,2025-05-28 09:00:00,6.51,7.4,371.79,12.76,5.73,7.16
STN_C,2025-05-28 09:00:00,6.36,7.25,449.28,17.71,10.1,10.28
STN_D,2025-05-28 09:00:00,5.42,7.07,500.1,26.97,12.9,12.41
STN_A,2025-05-28 10:00:00,7.35,7.6,314.21,7.98,5.58,5.8
STN_B,2025-05-28 10:00:00,6.27,7.34,376.58,12.44,6.47,6.29
STN_C,2025-05-28 10:00:00,5.61,7.04,461.48,18.12,8.87,9.79
STN_D,2025-05-28 10:00:00,5.05,7.13,502.19,23.94,11.23,11.5
STN_A,2025-05-28 11:00:00,7.51,7.53,307.86,8.4,3.11,5.35
STN_B,2025-05-28 11:00:00,7.1,7.45,350.33,9.74,4.86,6.79
STN_C,2025-05-28 11:00:00,5.65,7.28,429.69,18.08,6.93,9.43
STN_D,2025-05-28 11:00:00,4.57,6.9,531.43,24.07,12.19,12.21
STN_A,2025-05-28 12:00:00,7.2,7.37,336.72,9.65,4.25,5.26
STN_B,2025-05-28 12:00:00,5.94,7.22,382.91,12.37,5.74,6.55
STN_C,2025-05-28 12:00:00,5.29,7.03,464.38,17.0,8.29,10.42
STN_D,2025-05-28 12:00:00,4.69,7.0,537.01,23.32,11.17,11.91
STN_A,2025-05-28 13:00:00,6.71,7.37,347.96,7.16,4.57,4.52
STN_B,2025-05-28 13:00:00,6.36,7.44,372.19,11.79,5.87,7.21
STN_C,2025-05-28 13:00:00,5.71,7.07,465.79,18.35,10.31,10.25
STN_D,2025-05-28 13:00:00,4.3,7.08,520.19,24.62,12.46,12.58
STN_A,2025-05-28 14:00:00,6.54,7.36,330.27,7.56,4.16,5.15
STN_B,2025-05-28 14:00:00,6.14,7.26,398.12,13.6,7.55,6.51
STN_C,2025-05-28 14:00:00,5.35,6.97,433.2,19.16,8.95,9.47
STN_D,2025-05-28 14:00:00,4.83,7.02,484.15,26.7,12.1,12.72
STN_A,2025-05-28 15:00:00,6.09,7.41,312.82,7.82,4.09,5.36
STN_B,2025-05-28 15:00:00,5.98,7.4,353.4,11.19,6.91,8.28
STN_C,2025-05-28 15:00:00,5.54,7.12,463.2,19.32,8.59,10.41
STN_D,2025-05-28 15:00:00,4.2,6.99,512.75,25.76,11.62,13.09
STN_A,2025-05-28 16:00:00,6.11,7.33,337.5,5.26,4.1,5.89
STN_B,2025-05-28 16:00:00,6.08,7.27,391.3,10.94,6.64,7.79
STN_C,2025-05-28 16:00:00,5.19,7.14,434.82,16.31,9.67,11.53
STN_D,2025-05-28 16:00:00,4.44,7.03,476.0,25.97,11.65,14.25
STN_A,2025-05-28 17:00:00,6.6,7.36,311.86,9.97,5.09,4.56
STN_B,2025-05-28 17:00:00,6.12,7.33,384.19,13.29,6.5,6.43
STN_C,2025-05-28 17:00:00,5.17,7.04,433.75,16.87,7.72,9.0
STN_D,2025-05-28 17:00:00,4.19,7.04,500.69,23.25,13.58,12.48
STN_A,2025-05-28 18:00:00,6.36,7.39,317.09,7.98,3.41,4.66
STN_B,2025-05-28 18:00:00,5.85,7.15,401.51,9.36,6.22,6.41
STN_C,2025-05-28 18:00:00,5.19,6.97,458.91,19.27,9.77,9.76
STN_D,2025-05-28 18:00:00,4.8,6.95,519.43,25.88,10.74,12.91
STN_A,2025-05-28 19:00:00,6.48,7.31,319.47,10.56,3.41,5.53
STN_B,2025-05-28 19:00:00,5.58,7.26,388.07,13.29,6.35,7.5
STN_C,2025-05-28 19:00:00,5.01,7.02,465.57,15.29,8.73,9.9
STN_D,2025-05-28 19:00:00,4.42,7.02,523.14,24.72,12.72,13.22
STN_A,2025-05-28 20:00:00,6.46,7.49,334.59,12.03,2.49,5.83
STN_B,2025-05-28 20:00:00,6.26,7.21,378.31,12.18,5.69,6.85
STN_C,2025-05-28 20:00:00,6.11,7.06,458.9,18.61,9.12,9.38
STN_D,2025-05-28 20:00:00,4.71,6.96,496.7,25.29,12.3,13.75
STN_A,2025-05-28 21:00:00,6.09,7.37,309.84,6.8,4.23,4.78
STN_B,2025-05-28 21:00:00,6.05,7.21,377.92,12.48,6.39,7.16
STN_C,2025-05-28 21:00:00,5.18,7.03,473.87,18.37,8.14,8.87
STN_D,2025-05-28 21:00:00,4.86,6.88,522.84,23.26,12.17,13.24
STN_A,2025-05-28 22:00:00,6.84,7.39,318.74,6.45,3.85,5.07
STN_B,2025-05-28 22:00:00,6.01,7.29,363.93,10.11,7.26,7.4
STN_C,2025-05-28 22:00:00,6.01,7.13,460.04,16.69,10.23,8.94
STN_D,2025-05-28 22:00:00,4.79,7.01,541.94,24.85,12.08,11.89
STN_A,2025-05-28 23:00:00,6.15,7.46,337.13,8.49,3.94,5.24
STN_B,2025-05-28 23:00:00,6.18,7.38,365.62,12.44,5.24,7.71
STN_C,2025-05-28 23:00:00,5.09,7.11,459.01,16.07,8.4,11.39
STN_D,2025-05-28 23:00:00,5.0,7.05,529.73,22.5,12.55,14.22
STN_A,2025-05-29 00:00:00,6.7,7.6,313.11,8.23,2.98,5.31
STN_B,2025-05-29 00:00:00,6.3,7.33,367.14,12.39,5.55,7.72
STN_C,2025-05-29 00:00:00,5.63,7.11,465.06,17.41,9.83,10.12
STN_D,2025-05-29 00:00:00,4.28,7.1,519.26,25.88,12.22,13.19
STN_A,2025-05-29 01:00:00,6.99,7.71,327.94,5.4,2.85,5.31
STN_B,2025-05-29 01:00:00,6.21,7.46,384.9,12.62,5.32,7.4
STN_C,2025-05-29 01:00:00,5.73,7.1,436.07,20.54,9.51,9.82
STN_D,2025-05-29 01:00:00,4.82,7.08,524.38,23.03,11.95,11.82
STN_A,2025-05-29 02:00:00,7.1,7.62,300.54,7.84,3.88,4.38
STN_B,2025-05-29 02:00:00,6.37,7.3,365.54,12.3,6.36,6.86
STN_C,2025-05-29 02:00:00,6.21,7.26,479.57,17.88,8.21,9.94
STN_D,2025-05-29 02:00:00,5.71,7.02,532.79,23.51,11.76,12.75
STN_A,2025-05-29 03:00:00,6.93,7.59,341.65,9.41,4.08,4.16
STN_B,2025-05-29 03:00:00,6.65,7.47,378.67,14.05,5.9,6.69
STN_C,2025-05-29 03:00:00,6.2,7.29,472.53,18.84,8.41,8.5
STN_D,2025-05-29 03:00:00,4.69,7.08,539.95,26.89,11.73,13.54
STN_A,2025-05-29 04:00:00,6.87,7.64,315.84,9.03,4.48,5.33
STN_B,2025-05-29 04:00:00,6.33,7.39,395.87,12.82,5.19,7.28
STN_C,2025-05-29 04:00:00,5.67,7.14,440.75,17.91,8.09,10.59
STN_D,2025-05-29 04:00:00,5.07,7.14,526.78,27.82,12.53,12.87
STN_A,2025-05-29 05:00:00,7.04,7.45,305.33,7.83,5.02,4.98
STN_B,2025-05-29 05:00:00,6.57,7.46,404.78,10.92,6.42,6.84
STN_C,2025-05-29 05:00:00,6.1,7.3,470.67,17.97,9.96,10.3
STN_D,2025-05-29 05:00:00,4.95,7.14,554.92,24.88,11.8,12.86
STN_A,2025-05-29 06:00:00,7.22,7.45,285.58,6.9,3.77,5.39
STN_B,2025-05-29 06:00:00,6.64,7.47,362.33,9.48,6.33,7.45
STN_C,2025-05-29 06:00:00,6.35,7.35,469.83,19.09,8.6,10.23
STN_D,2025-05-29 06:00:00,5.26,7.14,525.93,26.95,12.66,13.05
STN_A,2025-05-29 07:00:00,7.37,7.58,337.73,10.84,4.16,4.93
STN_B,2025-05-29 07:00:00,6.79,7.53,387.87,11.29,6.07,7.07
STN_C,2025-05-29 07:00:00,5.84,7.2,431.92,17.83,9.96,10.67
STN_D,2025-05-29 07:00:00,5.33,7.3,519.24,24.54,10.47,13.18
STN_A,2025-05-29 08:00:00,7.02,7.66,301.41,9.99,4.22,4.37
STN_B,2025-05-29 08:00:00,6.19,7.47,366.24,9.1,7.64,7.58
STN_C,2025-05-29 08:00:00,5.65,7.1,467.77,16.02,9.14,10.32
STN_D,2025-05-29 08:00:00,5.14,7.06,491.53,25.74,13.96,12.37
STN_A,2025-05-29 09:00:00,6.91,7.59,283.49,6.87,4.22,4.56
STN_B,2025-05-29 09:00:00,6.77,7.46,381.78,10.92,5.73,7.1
STN_C,2025-05-29 09:00:00,5.97,7.34,461.0,17.49,9.51,10.44
STN_D,2025-05-29 09:00:00,5.01,7.17,516.52,25.49,12.86,13.67
STN_A,2025-05-29 10:00:00,6.85,7.42,346.73,10.73,4.64,4.88
STN_B,2025-05-29 10:00:00,6.42,7.33,383.32,11.87,5.98,6.37
STN_C,2025-05-29 10:00:00,6.09,7.24,456.9,15.38,7.84,9.4
STN_D,2025-05-29 10:00:00,5.34,7.07,504.54,26.04,11.8,13.28
STN_A,2025-05-29 11:00:00,6.68,7.48,340.09,9.92,3.42,4.89
STN_B,2025-05-29 11:00:00,6.63,7.39,385.35,14.13,6.23,6.7
STN_C,2025-05-29 11:00:00,6.06,7.12,449.72,17.19,8.1,10.0
STN_D,2025-05-29 11:00:00,5.01,7.06,535.06,23.92,12.35,12.33
STN_A,2025-05-29 12:00:00,7.58,7.41,295.76,7.71,4.24,5.59
STN_B,2025-05-29 12:00:00,6.58,7.41,392.67,13.71,6.26,6.6
STN_C,2025-05-29 12:00:00,5.59,7.1,465.8,19.86,10.07,9.37
STN_D,2025-05-29 12:00:00,5.18,7.01,525.59,26.3,10.91,13.58
STN_A,2025-05-29 13:00:00,6.27,7.42,334.71,10.05,4.71,4.72
STN_B,2025-05-29 13:00:00,5.95,7.32,380.87,13.37,6.01,6.78
STN_C,2025-05-29 13:00:00,5.32,7.22,450.9,20.34,9.82,9.75
STN_D,2025-05-29 13:00:00,4.59,7.02,518.01,26.79,11.63,13.13
STN_A,2025-05-29 14:00:00,6.71,7.47,327.15,8.65,3.68,4.83
STN_B,2025-05-29 14:00:00,6.08,7.29,366.07,11.4,6.2,7.77
STN_C,2025-05-29 14:00:00,5.03,7.02,461.47,17.45,8.38,10.05
STN_D,2025-05-29 14:00:00,4.34,7.19,508.45,25.35,12.47,13.63
STN_A,2025-05-29 15:00:00,6.18,7.43,295.43,8.52,4.01,5.51
STN_B,2025-05-29 15:00:00,5.98,7.28,379.54,9.88,5.41,7.97
STN_C,2025-05-29 15:00:00,5.27,7.14,440.8,19.37,8.84,9.2
STN_D,2025-05-29 15:00:00,4.48,7.09,489.06,26.16,12.19,14.62
STN_A,2025-05-29 16:00:00,7.12,7.23,340.78,7.48,3.91,4.72
STN_B,2025-05-29 16:00:00,5.62,7.38,344.75,11.06,6.6,5.84
STN_C,2025-05-29 16:00:00,5.06,6.98,453.57,18.14,9.81,8.67
STN_D,2025-05-29 16:00:00,4.56,6.91,541.82,24.4,11.41,12.73
STN_A,2025-05-29 17:00:00,6.55,7.42,319.68,6.59,3.11,5.47
STN_B,2025-05-29 17:00:00,5.94,7.3,403.8,10.87,7.64,7.26
STN_C,2025-05-29 17:00:00,4.93,7.06,432.17,16.53,8.97,10.53
STN_D,2025-05-29 17:00:00,4.17,7.14,519.42,24.16,11.03,12.75
STN_A,2025-05-29 18:00:00,6.79,7.5,329.27,8.15,2.91,3.52
STN_B,2025-05-29 18:00:00,5.82,7.23,371.85,12.66,4.99,7.94
STN_C,2025-05-29 18:00:00,5.62,7.12,445.54,17.16,8.82,10.25
STN_D,2025-05-29 18:00:00,4.66,7.0,538.98,25.89,12.89,13.04
STN_A,2025-05-29 19:00:00,6.03,7.47,352.84,8.51,3.63,5.35
STN_B,2025-05-29 19:00:00,5.67,7.27,381.33,10.93,5.49,7.02
STN_C,2025-05-29 19:00:00,5.02,7.11,454.12,18.97,8.95,9.58
STN_D,2025-05-29 19:00:00,4.07,7.04,512.78,24.11,13.09,12.83
STN_A,2025-05-29 20:00:00,5.78,7.39,311.83,6.98,3.95,3.83
STN_B,2025-05-29 20:00:00,5.27,7.24,388.48,11.67,5.82,7.06
STN_C,2025-05-29 20:00:00,5.4,7.08,449.3,17.23,8.75,10.17
STN_D,2025-05-29 20:00:00,4.82,7.0,507.85,24.61,12.95,13.11
STN_A,2025-05-29 21:00:00,6.09,7.43,310.41,6.34,4.13,4.56
STN_B,2025-05-29 21:00:00,6.15,7.3,400.22,12.58,5.67,6.76
STN_C,2025-05-29 21:00:00,5.1,7.13,428.44,18.47,8.33,11.41
STN_D,2025-05-29 21:00:00,4.68,7.04,521.16,22.67,12.08,13.3
STN_A,2025-05-29 22:00:00,6.44,7.41,329.53,8.23,4.28,5.38
STN_B,2025-05-29 22:00:00,6.38,7.25,409.16,14.97,5.62,7.47
STN_C,2025-05-29 22:00:00,5.86,7.23,424.3,17.83,8.66,10.58
STN_D,2025-05-29 22:00:00,4.9,6.92,509.46,22.7,11.99,12.89
STN_A,2025-05-29 23:00:00,6.87,7.58,324.08,7.62,4.71,4.85
STN_B,2025-05-29 23:00:00,6.08,7.35,362.2,11.6,5.43,7.55
STN_C,2025-05-29 23:00:00,5.13,7.06,439.41,16.89,10.4,10.72
STN_D,2025-05-29 23:00:00,4.88,7.01,519.11,27.43,11.82,12.42
STN_A,2025-05-30 00:00:00,7.11,7.45,317.46,7.73,3.94,5.36
STN_B,2025-05-30 00:00:00,6.17,7.39,395.72,14.28,5.34,7.68
STN_C,2025-05-30 00:00:00,5.9,7.27,450.8,17.71,7.83,10.12
STN_D,2025-05-30 00:00:00,5.4,7.09,516.83,25.94,11.12,12.9
STN_A,2025-05-30 01:00:00,7.24,7.54,312.56,10.74,2.9,5.25
STN_B,2025-05-30 01:00:00,6.65,7.49,381.89,13.21,6.07,8.07
STN_C,2025-05-30 01:00:00,5.79,7.28,432.73,17.89,9.5,10.38
STN_D,2025-05-30 01:00:00,4.82,6.94,493.66,23.64,14.3,11.24
STN_A,2025-05-30 02:00:00,7.07,7.49,320.7,7.94,3.28,5.68
STN_B,2025-05-30 02:00:00,6.03,7.57,386.84,10.7,5.51,7.75
STN_C,2025-05-30 02:00:00,5.41,7.22,449.6,17.98,9.5,10.45
STN_D,2025-05-30 02:00:00,5.24,7.21,523.93,24.31,11.16,13.1
STN_A,2025-05-30 03:00:00,7.34,7.4,326.72,6.76,3.35,5.16
STN_B,2025-05-30 03:00:00,5.99,7.55,393.74,10.28,5.92,7.16
STN_C,2025-05-30 03:00:00,5.7,7.2,448.23,18.05,8.96,10.1
STN_D,2025-05-30 03:00:00,5.33,7.11,526.57,26.82,12.43,14.11
STN_A,2025-05-30 04:00:00,6.88,7.51,325.52,8.43,3.76,5.43
STN_B,2025-05-30 04:00:00,6.76,7.55,364.17,12.15,5.71,7.58
STN_C,2025-05-30 04:00:00,6.16,7.22,465.08,18.03,8.07,9.91
STN_D,2025-05-30 04:00:00,6.0,7.14,523.62,25.5,12.03,13.99
STN_A,2025-05-30 05:00:00,7.57,7.62,316.03,9.11,3.82,5.32
STN_B,2025-05-30 05:00:00,7.37,7.59,378.32,12.4,5.19,6.92
STN_C,2025-05-30 05:00:00,5.38,7.34,438.84,17.92,8.7,10.69
STN_D,2025-05-30 05:00:00,5.76,7.28,500.91,26.05,11.37,13.16
STN_A,2025-05-30 06:00:00,7.66,7.55,323.38,7.14,4.94,4.94
STN_B,2025-05-30 06:00:00,6.61,7.5,393.87,9.98,6.43,6.77
STN_C,2025-05-30 06:00:00,6.27,7.23,437.12,17.0,9.2,10.39
STN_D,2025-05-30 06:00:00,5.18,7.17,510.39,24.51,11.67,12.64
STN_A,2025-05-30 07:00:00,6.99,7.56,337.06,8.2,3.83,5.55
STN_B,2025-05-30 07:00:00,6.6,7.48,356.73,12.06,5.8,5.95
STN_C,2025-05-30 07:00:00,5.92,7.08,441.21,18.81,8.34,9.64
STN_D,2025-05-30 07:00:00,4.9,7.19,513.43,25.01,12.99,12.47
STN_A,2025-05-30 08:00:00,7.68,7.54,335.84,7.9,2.76,4.32
STN_B,2025-05-30 08:00:00,6.62,7.32,388.02,13.3,4.88,6.9
STN_C,2025-05-30 08:00:00,5.97,7.31,456.22,17.45,7.94,10.07
STN_D,2025-05-30 08:00:00,5.26,7.09,551.84,25.33,11.55,12.73
STN_A,2025-05-30 09:00:00,7.47,7.64,329.32,9.59,3.08,5.04
STN_B,2025-05-30 09:00:00,6.28,7.5,393.53,10.58,5.59,6.49
STN_C,2025-05-30 09:00:00,5.99,7.23,450.64,17.58,10.54,10.65
STN_D,2025-05-30 09:00:00,5.18,7.02,494.65,22.64,12.42,12.97
STN_A,2025-05-30 10:00:00,7.49,7.58,286.63,6.84,2.73,4.83
STN_B,2025-05-30 10:00:00,6.61,7.43,379.81,10.31,7.92,7.16
STN_C,2025-05-30 10:00:00,6.29,7.29,459.21,18.99,8.63,9.72
STN_D,2025-05-30 10:00:00,5.09,7.11,483.29,25.05,12.53,12.29
STN_A,2025-05-30 11:00:00,6.68,7.5,326.24,7.82,4.35,5.15
STN_B,2025-05-30 11:00:00,6.28,7.39,379.6,12.1,5.95,7.28
STN_C,2025-05-30 11:00:00,5.98,7.23,415.44,15.99,9.54,9.58
STN_D,2025-05-30 11:00:00,5.35,6.98,532.45,23.76,12.97,12.63
STN_A,2025-05-30 12:00:00,6.58,7.48,298.06,6.65,4.77,5.94
STN_B,2025-05-30 12:00:00,6.2,7.33,357.22,13.02,5.72,6.35
STN_C,2025-05-30 12:00:00,5.65,7.07,452.36,17.48,9.22,9.2
STN_D,2025-05-30 12:00:00,4.93,6.93,524.14,24.94,10.57,13.06
STN_A,2025-05-30 13:00:00,6.95,7.41,300.56,7.43,2.26,5.26
STN_B,2025-05-30 13:00:00,6.37,7.31,376.2,13.74,7.3,7.51
STN_C,2025-05-30 13:00:00,5.14,7.24,459.33,18.43,9.32,10.71
STN_D,2025-05-30 13:00:00,4.18,7.03,502.99,25.69,11.42,14.92
STN_A,2025-05-30 14:00:00,6.85,7.33,334.45,7.46,4.15,4.99
STN_B,2025-05-30 14:00:00,5.47,7.27,363.16,8.45,5.65,6.92
STN_C,2025-05-30 14:00:00,4.88,7.21,455.65,18.23,9.48,10.4
STN_D,2025-05-30 14:00:00,4.7,7.15,488.65,25.87,11.77,13.91
STN_A,2025-05-30 15:00:00,6.63,7.39,341.7,7.8,4.41,4.7
STN_B,2025-05-30 15:00:00,5.96,7.47,392.98,12.71,4.97,8.49
STN_C,2025-05-30 15:00:00,4.85,7.11,457.0,19.02,8.51,10.48
STN_D,2025-05-30 15:00:00,4.15,7.13,500.81,24.29,12.53,12.97
STN_A,2025-05-30 16:00:00,6.9,7.49,327.48,7.0,3.97,4.2
STN_B,2025-05-30 16:00:00,5.59,7.27,393.26,12.71,5.86,6.62
STN_C,2025-05-30 16:00:00,5.37,7.04,460.28,18.85,9.93,9.56
STN_D,2025-05-30 16:00:00,4.31,6.99,515.45,24.06,11.53,12.31
STN_A,2025-05-30 17:00:00,6.16,7.43,333.45,8.52,3.88,5.01
STN_B,2025-05-30 17:00:00,6.21,7.35,340.88,10.8,5.66,7.99
STN_C,2025-05-30 17:00:00,5.28,6.96,460.5,22.38,9.73,9.55
STN_D,2025-05-30 17:00:00,4.84,7.0,509.97,25.15,11.88,12.65
STN_A,2025-05-30 18:00:00,6.01,7.33,319.32,9.27,3.05,4.25
STN_B,2025-05-30 18:00:00,5.81,7.25,374.17,10.7,5.38,6.4
STN_C,2025-05-30 18:00:00,4.54,7.1,457.49,20.57,9.55,10.05
STN_D,2025-05-30 18:00:00,4.52,6.94,507.29,26.05,12.33,12.31
STN_A,2025-05-30 19:00:00,6.38,7.31,333.88,7.43,5.44,5.78
STN_B,2025-05-30 19:00:00,5.46,7.23,390.15,12.16,5.85,7.11
STN_C,2025-05-30 19:00:00,5.05,7.16,445.8,18.78,9.45,10.82
STN_D,2025-05-30 19:00:00,4.37,6.99,525.69,24.1,11.95,12.53
STN_A,2025-05-30 20:00:00,6.65,7.51,291.44,9.57,4.04,5.83
STN_B,2025-05-30 20:00:00,5.92,7.37,378.5,12.15,6.85,8.55
STN_C,2025-05-30 20:00:00,4.98,7.1,439.21,17.72,8.66,9.48
STN_D,2025-05-30 20:00:00,4.59,7.01,506.65,23.33,12.77,12.78
STN_A,2025-05-30 21:00:00,7.2,7.4,320.73,7.74,2.95,4.23
STN_B,2025-05-30 21:00:00,6.34,7.41,365.31,12.82,7.14,6.28
STN_C,2025-05-30 21:00:00,5.22,7.06,452.55,19.93,9.39,10.43
STN_D,2025-05-30 21:00:00,3.86,7.06,519.54,28.31,12.56,12.88
STN_A,2025-05-30 22:00:00,7.19,7.42,324.21,6.0,3.57,4.65
STN_B,2025-05-30 22:00:00,5.97,7.23,354.27,12.24,4.9,7.51
STN_C,2025-05-30 22:00:00,5.92,7.14,454.02,14.75,9.58,10.03
STN_D,2025-05-30 22:00:00,4.77,6.93,516.06,26.92,11.47,12.88
STN_A,2025-05-30 23:00:00,7.02,7.51,335.93,7.01,3.95,4.54
STN_B,2025-05-30 23:00:00,5.86,7.27,379.47,14.46,7.09,7.4
STN_C,2025-05-30 23:00:00,5.17,7.07,445.74,18.69,9.52,10.22
STN_D,2025-05-30 23:00:00,4.72,7.07,511.82,22.91,11.85,13.19
STN_A,2025-05-31 00:00:00,6.84,7.36,316.89,7.16,5.15,5.41
STN_B,2025-05-31 00:00:00,5.37,7.38,363.03,9.9,4.25,7.6
STN_C,2025-05-31 00:00:00,5.88,7.06,466.86,21.23,8.91,9.54
STN_D,2025-05-31 00:00:00,4.86,7.17,539.82,25.02,11.34,13.22
STN_A,2025-05-31 01:00:00,6.98,7.51,314.28,8.37,2.59,5.29
STN_B,2025-05-31 01:00:00,6.75,7.39,381.96,9.67,6.49,7.63
STN_C,2025-05-31 01:00:00,6.2,7.01,458.01,15.47,9.39,9.75
STN_D,2025-05-31 01:00:00,5.16,7.14,521.32,24.39,12.21,13.64
STN_A,2025-05-31 02:00:00,7.21,7.59,299.25,8.18,3.69,5.55
STN_B,2025-05-31 02:00:00,6.69,7.39,382.38,11.87,6.39,7.29
STN_C,2025-05-31 02:00:00,5.85,7.12,472.35,19.66,9.15,10.39
STN_D,2025-05-31 02:00:00,5.31,7.07,538.71,22.03,10.72,12.65
STN_A,2025-05-31 03:00:00,7.33,7.56,321.17,7.97,3.82,4.31
STN_B,2025-05-31 03:00:00,6.22,7.35,363.68,9.96,4.93,6.91
STN_C,2025-05-31 03:00:00,6.25,7.29,436.19,17.04,10.6,9.78
STN_D,2025-05-31 03:00:00,4.91,7.13,511.54,23.79,12.11,13.84
STN_A,2025-05-31 04:00:00,6.92,7.6,334.9,8.76,4.91,5.4
STN_B,2025-05-31 04:00:00,6.5,7.61,387.88,15.51,4.59,8.51
STN_C,2025-05-31 04:00:00,6.27,7.3,436.25,19.19,10.04,9.03
STN_D,2025-05-31 04:00:00,5.48,7.11,528.75,23.53,13.1,13.03
STN_A,2025-05-31 05:00:00,7.59,7.65,324.57,6.78,4.59,5.02
STN_B,2025-05-31 05:00:00,6.82,7.45,353.23,12.17,5.6,7.26
STN_C,2025-05-31 05:00:00,6.05,7.23,482.08,17.61,9.14,11.21
STN_D,2025-05-31 05:00:00,5.06,7.24,508.87,24.73,12.4,13.77
STN_A,2025-05-31 06:00:00,7.07,7.6,308.94,9.05,4.86,5.48
STN_B,2025-05-31 06:00:00,6.54,7.39,377.5,10.24,6.49,7.93
STN_C,2025-05-31 06:00:00,5.84,7.32,438.19,19.97,9.89,10.03
STN_D,2025-05-31 06:00:00,5.61,7.25,502.2,25.82,11.58,13.16
STN_A,2025-05-31 07:00:00,7.26,7.58,333.89,6.37,2.68,4.81
STN_B,2025-05-31 07:00:00,7.1,7.41,372.35,13.83,7.19,7.5
STN_C,2025-05-31 07:00:00,6.19,7.36,443.85,19.12,8.44,11.05
STN_D,2025-05-31 07:00:00,5.68,7.23,514.95,26.12,12.07,12.75
STN_A,2025-05-31 08:00:00,7.49,7.42,333.38,6.54,4.67,4.19
STN_B,2025-05-31 08:00:00,6.59,7.5,393.14,11.05,5.34,7.7
STN_C,2025-05-31 08:00:00,6.59,7.2,410.86,20.36,8.96,9.54
STN_D,2025-05-31 08:00:00,5.33,7.32,529.95,26.25,12.21,13.37
STN_A,2025-05-31 09:00:00,7.75,7.48,331.48,8.03,4.03,4.4
STN_B,2025-05-31 09:00:00,6.76,7.5,377.28,14.25,6.15,5.81
STN_C,2025-05-31 09:00:00,6.1,7.16,471.51,20.9,9.89,10.08
STN_D,2025-05-31 09:00:00,5.42,7.09,529.27,23.89,13.59,12.49
STN_A,2025-05-31 10:00:00,6.64,7.52,328.97,11.56,3.5,5.12
STN_B,2025-05-31 10:00:00,6.53,7.35,365.07,9.25,7.3,6.61
STN_C,2025-05-31 10:00:00,5.21,7.2,468.36,18.86,9.49,11.05
STN_D,2025-05-31 10:00:00,5.45,6.92,512.92,25.73,12.23,13.42
STN_A,2025-05-31 11:00:00,7.82,7.43,286.34,4.43,4.82,4.99
STN_B,2025-05-31 11:00:00,5.97,7.39,372.88,11.55,4.55,7.44
STN_C,2025-05-31 11:00:00,5.93,7.22,448.94,18.35,9.12,9.02
STN_D,2025-05-31 11:00:00,4.76,7.13,509.05,26.41,11.0,14.49
STN_A,2025-05-31 12:00:00,7.51,7.46,297.63,7.28,5.05,4.88
STN_B,2025-05-31 12:00:00,6.4,7.39,388.67,12.84,5.85,7.96
STN_C,2025-05-31 12:00:00,5.74,7.28,446.41,17.84,11.23,10.06
STN_D,2025-05-31 12:00:00,5.26,6.97,525.45,24.47,13.32,12.68
STN_A,2025-05-31 13:00:00,6.63,7.5,304.31,8.28,3.6,5.17
STN_B,2025-05-31 13:00:00,6.13,7.51,387.02,10.13,5.35,6.82
STN_C,2025-05-31 13:00:00,5.25,7.27,441.71,18.03,9.57,11.76
STN_D,2025-05-31 13:00:00,4.71,7.19,513.62,26.55,11.41,13.57
STN_A,2025-05-31 14:00:00,6.52,7.51,332.18,9.02,4.43,4.8
STN_B,2025-05-31 14:00:00,6.25,7.21,418.39,13.05,6.52,7.37
STN_C,2025-05-31 14:00:00,5.11,7.09,453.7,17.35,8.14,10.04
STN_D,2025-05-31 14:00:00,4.74,7.03,535.87,25.33,13.35,14.47
STN_A,2025-05-31 15:00:00,6.49,7.33,302.93,8.01,4.73,4.88
STN_B,2025-05-31 15:00:00,5.94,7.27,375.33,12.25,6.87,7.65
STN_C,2025-05-31 15:00:00,4.56,7.17,459.81,17.95,8.82,10.45
STN_D,2025-05-31 15:00:00,4.57,7.0,552.66,25.85,11.66,13.53
STN_A,2025-05-31 16:00:00,6.58,7.43,333.12,7.38,4.3,4.58
STN_B,2025-05-31 16:00:00,6.09,7.3,367.92,12.01,6.27,7.63
STN_C,2025-05-31 16:00:00,5.52,7.17,458.17,19.2,8.88,9.43
STN_D,2025-05-31 16:00:00,4.25,7.0,517.04,24.72,12.3,13.68
STN_A,2025-05-31 17:00:00,6.49,7.35,301.87,7.85,2.45,5.74
STN_B,2025-05-31 17:00:00,5.83,7.43,400.17,12.91,5.69,6.86
